chr,pos,strand,type,start,end,gene,transcript,group
chr12,11022620,-,promoter,11020620,11024620,TAS2R19,ENST00000390673.2,0.01 <= TPM < 0.1
chr12,11031407,-,promoter,11029407,11033407,TAS2R31,ENST00000390675.2,0.01 <= TPM < 0.1
chr12,21774706,-,promoter,21772706,21776706,KCNJ8,ENST00000240662.3,0.01 <= TPM < 0.1
chr12,25195160,-,promoter,25193160,25197160,DNAI7,ENST00000395987.8,0.01 <= TPM < 0.1
chr12,27082578,-,promoter,27080578,27084578,C12orf71,ENST00000429849.3,0.01 <= TPM < 0.1
chr12,47725490,-,promoter,47723490,47727490,ENDOU,ENST00000422538.8,0.01 <= TPM < 0.1
chr12,48183643,+,promoter,48181643,48185643,CCDC184,ENST00000316554.5,0.01 <= TPM < 0.1
chr12,48203292,-,promoter,48201292,48205292,OR10AD1,ENST00000310248.4,0.01 <= TPM < 0.1
chr12,48328979,+,promoter,48326979,48330979,H1-7,ENST00000335017.1,0.01 <= TPM < 0.1
chr12,48978321,+,promoter,48976321,48980321,WNT1,ENST00000293549.4,0.01 <= TPM < 0.1
chr12,49605639,-,promoter,49603639,49607639,FAM186B,ENST00000257894.2,0.01 <= TPM < 0.1
chr12,51346679,-,promoter,51344679,51348679,CELA1,ENST00000293636.2,0.01 <= TPM < 0.1
chr12,51591232,+,promoter,51589232,51593232,SCN8A,ENST00000354534.11,0.01 <= TPM < 0.1
chr12,52192014,-,promoter,52190014,52194014,KRT80,ENST00000394815.3,0.01 <= TPM < 0.1
chr12,57633201,-,promoter,57631201,57635201,B4GALNT1,ENST00000341156.9,0.01 <= TPM < 0.1
chr12,69699303,-,promoter,69697303,69701303,BEST3,ENST00000330891.10,0.01 <= TPM < 0.1
chr12,75391088,+,promoter,75389088,75393088,GLIPR1L2,ENST00000550916.6,0.01 <= TPM < 0.1
chr12,77830893,+,promoter,77828893,77832893,NAV3,ENST00000397909.7,0.01 <= TPM < 0.1
chr12,78864773,+,promoter,78862773,78866773,SYT1,ENST00000261205.9,0.01 <= TPM < 0.1
chr12,95551476,-,promoter,95549476,95553476,USP44,ENST00000258499.8,0.01 <= TPM < 0.1
chr12,103587272,+,promoter,103585272,103589272,STAB2,ENST00000388887.7,0.01 <= TPM < 0.1
chr12,114684175,-,promoter,114682175,114686175,TBX3,ENST00000349155.7,0.01 <= TPM < 0.1
chr13,21671072,+,promoter,21669072,21673072,FGF9,ENST00000382353.6,0.01 <= TPM < 0.1
chr13,26557682,+,promoter,26555682,26559682,WASF3,ENST00000335327.6,0.01 <= TPM < 0.1
chr13,30422492,+,promoter,30420492,30424492,UBE2L5,ENST00000635918.2,0.01 <= TPM < 0.1
chr13,51222397,+,promoter,51220397,51224397,FAM124A,ENST00000322475.13,0.01 <= TPM < 0.1
chr13,52129073,-,promoter,52127073,52131073,NEK5,ENST00000684899.1,0.01 <= TPM < 0.1
chr13,67230336,-,promoter,67228336,67232336,PCDH9,ENST00000377865.7,0.01 <= TPM < 0.1
chr13,77535705,+,promoter,77533705,77537705,SCEL,ENST00000349847.4,0.01 <= TPM < 0.1
chr13,101452674,+,promoter,101450674,101454674,ITGBL1,ENST00000376180.8,0.01 <= TPM < 0.1
chr13,113158647,+,promoter,113156647,113160647,PROZ,ENST00000375547.7,0.01 <= TPM < 0.1
chr14,23365172,-,promoter,23363172,23367172,EFS,ENST00000216733.8,0.01 <= TPM < 0.1
chr14,23636363,+,promoter,23634363,23638363,DHRS2,ENST00000250383.11,0.01 <= TPM < 0.1
chr14,24071561,+,promoter,24069561,24073561,CPNE6,ENST00000689861.1,0.01 <= TPM < 0.1
chr14,24399002,+,promoter,24397002,24401002,NYNRIN,ENST00000382554.4,0.01 <= TPM < 0.1
chr14,52552835,+,promoter,52550835,52554835,GPR137C,ENST00000321662.11,0.01 <= TPM < 0.1
chr14,61281338,-,promoter,61279338,61283338,TMEM30B,ENST00000555868.2,0.01 <= TPM < 0.1
chr14,64549960,+,promoter,64547960,64551960,PPP1R36,ENST00000298705.6,0.01 <= TPM < 0.1
chr14,67189439,+,promoter,67187439,67191439,GARIN2,ENST00000696955.1,0.01 <= TPM < 0.1
chr14,67701885,+,promoter,67699885,67703885,RDH12,ENST00000551171.6,0.01 <= TPM < 0.1
chr14,69260157,+,promoter,69258157,69262157,GALNT16,ENST00000448469.8,0.01 <= TPM < 0.1
chr14,69484727,+,promoter,69482727,69486727,PLEKHD1,ENST00000322564.9,0.01 <= TPM < 0.1
chr14,69879415,+,promoter,69877415,69881415,SMOC1,ENST00000361956.8,0.01 <= TPM < 0.1
chr14,74426210,-,promoter,74424210,74428210,SYNDIG1L,ENST00000331628.8,0.01 <= TPM < 0.1
chr14,76376136,+,promoter,76374136,76378136,ESRRB,ENST00000644823.1,0.01 <= TPM < 0.1
chr14,77498816,-,promoter,77496816,77500816,ISM2,ENST00000342219.9,0.01 <= TPM < 0.1
chr14,88555007,-,promoter,88553007,88557007,PTPN21,ENST00000556564.6,0.01 <= TPM < 0.1
chr14,91732086,-,promoter,91730086,91734086,CATSPERB,ENST00000256343.8,0.01 <= TPM < 0.1
chr14,99684297,+,promoter,99682297,99686297,CYP46A1,ENST00000261835.8,0.01 <= TPM < 0.1
chr15,28712421,-,promoter,28710421,28714421,GOLGA8M,ENST00000563027.2,0.01 <= TPM < 0.1
chr15,32030514,+,promoter,32028514,32032514,CHRNA7,ENST00000306901.9,0.01 <= TPM < 0.1
chr15,33968496,+,promoter,33966496,33970496,CHRM5,ENST00000383263.7,0.01 <= TPM < 0.1
chr15,39782841,-,promoter,39780841,39784841,FSIP1,ENST00000350221.4,0.01 <= TPM < 0.1
chr15,40351032,+,promoter,40349032,40353032,PHGR1,ENST00000448599.2,0.01 <= TPM < 0.1
chr15,40358218,+,promoter,40356218,40360218,DISP2,ENST00000267889.5,0.01 <= TPM < 0.1
chr15,50546666,-,promoter,50544666,50548666,USP50,ENST00000532404.6,0.01 <= TPM < 0.1
chr15,65067991,-,promoter,65065991,65069991,RASL12,ENST00000220062.9,0.01 <= TPM < 0.1
chr15,65211473,-,promoter,65209473,65213473,CILP,ENST00000261883.6,0.01 <= TPM < 0.1
chr15,67254785,+,promoter,67252785,67256785,IQCH,ENST00000335894.9,0.01 <= TPM < 0.1
chr15,69298911,+,promoter,69296911,69300911,PAQR5,ENST00000395407.7,0.01 <= TPM < 0.1
chr15,73753351,-,promoter,73751351,73755351,INSYN1,ENST00000569673.3,0.01 <= TPM < 0.1
chr15,74812834,+,promoter,74810834,74814834,LMAN1L,ENST00000309664.10,0.01 <= TPM < 0.1
chr15,74826626,+,promoter,74824626,74828626,CPLX3,ENST00000395018.6,0.01 <= TPM < 0.1
chr15,77632912,-,promoter,77630912,77634912,LINGO1,ENST00000355300.7,0.01 <= TPM < 0.1
chr15,78340352,+,promoter,78338352,78342352,CRABP1,ENST00000299529.7,0.01 <= TPM < 0.1
chr15,78620996,-,promoter,78618996,78622996,CHRNA3,ENST00000326828.6,0.01 <= TPM < 0.1
chr15,79432335,+,promoter,79430335,79434335,MINAR1,ENST00000305428.8,0.01 <= TPM < 0.1
chr15,80404381,+,promoter,80402381,80406381,ARNT2,ENST00000303329.9,0.01 <= TPM < 0.1
chr15,88256739,-,promoter,88254739,88258739,NTRK3,ENST00000629765.3,0.01 <= TPM < 0.1
chr15,90249555,+,promoter,90247555,90251555,TTLL13,ENST00000641754.2,0.01 <= TPM < 0.1
chr16,280590,+,promoter,278590,282590,ARHGDIG,ENST00000219409.8,0.01 <= TPM < 0.1
chr16,4734536,+,promoter,4732536,4736536,DNAAF8,ENST00000299320.10,0.01 <= TPM < 0.1
chr16,4958329,+,promoter,4956329,4960329,SEC14L5,ENST00000251170.12,0.01 <= TPM < 0.1
chr16,21663967,+,promoter,21661967,21665967,OTOA,ENST00000646100.2,0.01 <= TPM < 0.1
chr16,24845962,+,promoter,24843962,24847962,SLC5A11,ENST00000424767.7,0.01 <= TPM < 0.1
chr16,28063714,-,promoter,28061714,28065714,GSG1L,ENST00000447459.7,0.01 <= TPM < 0.1
chr16,48247539,-,promoter,48245539,48249539,ABCC11,ENST00000356608.7,0.01 <= TPM < 0.1
chr16,50548395,+,promoter,50546395,50550395,NKD1,ENST00000268459.6,0.01 <= TPM < 0.1
chr16,57976543,+,promoter,57974543,57978543,TEPP,ENST00000441824.4,0.01 <= TPM < 0.1
chr16,67483547,-,promoter,67481547,67485547,AGRP,ENST00000290953.3,0.01 <= TPM < 0.1
chr16,87602507,+,promoter,87600507,87604507,JPH3,ENST00000284262.3,0.01 <= TPM < 0.1
chr16,88866660,-,promoter,88864660,88868660,PABPN1L,ENST00000419291.7,0.01 <= TPM < 0.1
chr17,1710377,-,promoter,1708377,1712377,TLCD2,ENST00000330676.8,0.01 <= TPM < 0.1
chr17,6070378,+,promoter,6068378,6072378,WSCD1,ENST00000317744.10,0.01 <= TPM < 0.1
chr17,7294639,-,promoter,7292639,7296639,YBX2,ENST00000007699.10,0.01 <= TPM < 0.1
chr17,8002614,+,promoter,8000614,8004614,GUCY2D,ENST00000254854.5,0.01 <= TPM < 0.1
chr17,8087716,-,promoter,8085716,8089716,ALOX12B,ENST00000647874.1,0.01 <= TPM < 0.1
chr17,8118514,-,promoter,8116514,8120514,ALOXE3,ENST00000448843.7,0.01 <= TPM < 0.1
chr17,8397827,-,promoter,8395827,8399827,RNF222,ENST00000399398.3,0.01 <= TPM < 0.1
chr17,8744836,-,promoter,8742836,8746836,CCDC42,ENST00000293845.8,0.01 <= TPM < 0.1
chr17,15341597,-,promoter,15339597,15343597,TEKT3,ENST00000395930.6,0.01 <= TPM < 0.1
chr17,29941633,+,promoter,29939633,29943633,EFCAB5,ENST00000394835.8,0.01 <= TPM < 0.1
chr17,39225945,-,promoter,39223945,39227945,STAC2,ENST00000333461.6,0.01 <= TPM < 0.1
chr17,39963003,+,promoter,39961003,39965003,GSDMA,ENST00000301659.9,0.01 <= TPM < 0.1
chr17,42050601,-,promoter,42048601,42052601,C17orf113,ENST00000587304.3,0.01 <= TPM < 0.1
chr17,42181142,-,promoter,42179142,42183142,KCNH4,ENST00000264661.4,0.01 <= TPM < 0.1
chr17,42780609,+,promoter,42778609,42782609,WNK4,ENST00000246914.10,0.01 <= TPM < 0.1
chr17,44363853,-,promoter,44361853,44365853,FAM171A2,ENST00000293443.12,0.01 <= TPM < 0.1
chr17,44656467,+,promoter,44654467,44658467,MEIOC,ENST00000409122.7,0.01 <= TPM < 0.1
chr17,44847882,+,promoter,44845882,44849882,HIGD1B,ENST00000253410.3,0.01 <= TPM < 0.1
chr17,49848069,-,promoter,49846069,49850069,TAC4,ENST00000436235.6,0.01 <= TPM < 0.1
chr17,56593698,+,promoter,56591698,56595698,NOG,ENST00000332822.6,0.01 <= TPM < 0.1
chr17,61399842,+,promoter,61397842,61401842,TBX2,ENST00000240328.4,0.01 <= TPM < 0.1
chr17,61591219,-,promoter,61589219,61593219,NACA2,ENST00000521764.3,0.01 <= TPM < 0.1
chr17,63972918,-,promoter,63970918,63974918,SCN4A,ENST00000435607.3,0.01 <= TPM < 0.1
chr17,73644445,-,promoter,73642445,73646445,SDK2,ENST00000392650.8,0.01 <= TPM < 0.1
chr17,74987631,+,promoter,74985631,74989631,CDR2L,ENST00000337231.5,0.01 <= TPM < 0.1
chr17,76074780,+,promoter,76072780,76076780,GALR2,ENST00000329003.4,0.01 <= TPM < 0.1
chr17,81637195,+,promoter,81635195,81639195,TSPAN10,ENST00000611590.2,0.01 <= TPM < 0.1
chr18,9885972,+,promoter,9883972,9887972,TXNDC2,ENST00000357775.6,0.01 <= TPM < 0.1
chr18,25352166,-,promoter,25350166,25354166,ZNF521,ENST00000361524.8,0.01 <= TPM < 0.1
chr18,26865707,-,promoter,26863707,26867707,AQP4,ENST00000383168.9,0.01 <= TPM < 0.1
chr18,31318159,+,promoter,31316159,31320159,DSG1,ENST00000257192.5,0.01 <= TPM < 0.1
chr18,32470882,-,promoter,32468882,32472882,GAREM1,ENST00000269209.7,0.01 <= TPM < 0.1
chr18,37565798,-,promoter,37563798,37567798,CELF4,ENST00000420428.7,0.01 <= TPM < 0.1
chr18,54959461,-,promoter,54957461,54961461,CCDC68,ENST00000591504.6,0.01 <= TPM < 0.1
chr18,74534499,+,promoter,74532499,74536499,CNDP1,ENST00000358821.8,0.01 <= TPM < 0.1
chr19,639878,+,promoter,637878,641878,FGF22,ENST00000215530.7,0.01 <= TPM < 0.1
chr19,1450120,+,promoter,1448120,1452120,APC2,ENST00000590469.6,0.01 <= TPM < 0.1
chr19,3224660,+,promoter,3222660,3226660,CELF5,ENST00000292672.7,0.01 <= TPM < 0.1
chr19,4279265,+,promoter,4277265,4281265,SHD,ENST00000543264.7,0.01 <= TPM < 0.1
chr19,5805066,+,promoter,5803066,5807066,NRTN,ENST00000303212.3,0.01 <= TPM < 0.1
chr19,6135666,+,promoter,6133666,6137666,ACSBG2,ENST00000588485.6,0.01 <= TPM < 0.1
chr19,6333612,-,promoter,6331612,6335612,ACER1,ENST00000301452.5,0.01 <= TPM < 0.1
chr19,7874390,-,promoter,7872390,7876390,PRR36,ENST00000618550.5,0.01 <= TPM < 0.1
chr19,15049479,+,promoter,15047479,15051479,CASP14,ENST00000427043.4,0.01 <= TPM < 0.1
chr19,15479501,-,promoter,15477501,15481501,PGLYRP2,ENST00000340880.5,0.01 <= TPM < 0.1
chr19,15898074,-,promoter,15896074,15900074,CYP4F2,ENST00000221700.11,0.01 <= TPM < 0.1
chr19,17264745,-,promoter,17262745,17266745,USHBP1,ENST00000252597.8,0.01 <= TPM < 0.1
chr19,17448668,-,promoter,17446668,17450668,TMEM221,ENST00000341130.6,0.01 <= TPM < 0.1
chr19,18791305,-,promoter,18789305,18793305,COMP,ENST00000222271.7,0.01 <= TPM < 0.1
chr19,18896158,-,promoter,18894158,18898158,CERS1,ENST00000623882.4,0.01 <= TPM < 0.1
chr19,19538264,+,promoter,19536264,19540264,CILP2,ENST00000291495.5,0.01 <= TPM < 0.1
chr19,32869767,-,promoter,32867767,32871767,SLC7A9,ENST00000023064.9,0.01 <= TPM < 0.1
chr19,33132113,+,promoter,33130113,33134113,WDR88,ENST00000355868.4,0.01 <= TPM < 0.1
chr19,35856910,+,promoter,35854910,35858910,KIRREL2,ENST00000360202.10,0.01 <= TPM < 0.1
chr19,38224222,-,promoter,38222222,38226222,DPF1,ENST00000355526.10,0.01 <= TPM < 0.1
chr19,40218384,-,promoter,40216384,40220384,TTC9B,ENST00000311308.7,0.01 <= TPM < 0.1
chr19,40226689,-,promoter,40224689,40228689,CCNP,ENST00000430325.7,0.01 <= TPM < 0.1
chr19,43802447,-,promoter,43800447,43804447,LYPD5,ENST00000377950.8,0.01 <= TPM < 0.1
chr19,45160982,-,promoter,45158982,45162982,NKPD1,ENST00000686631.1,0.01 <= TPM < 0.1
chr19,46495867,-,promoter,46493867,46497867,PNMA8B,ENST00000599531.2,0.01 <= TPM < 0.1
chr19,47573148,-,promoter,47571148,47575148,ZNF541,ENST00000391901.8,0.01 <= TPM < 0.1
chr19,48752641,-,promoter,48750641,48754641,FUT1,ENST00000645652.2,0.01 <= TPM < 0.1
chr19,52923428,-,promoter,52921428,52925428,ZNF888,ENST00000638862.2,0.01 <= TPM < 0.1
chr19,53882196,+,promoter,53880196,53884196,PRKCG,ENST00000263431.4,0.01 <= TPM < 0.1
chr19,55443300,-,promoter,55441300,55445300,SHISA7,ENST00000376325.10,0.01 <= TPM < 0.1
chr19,55488435,+,promoter,55486435,55490435,SSC5D,ENST00000389623.11,0.01 <= TPM < 0.1
chr2,950848,+,promoter,948848,952848,SNTG2,ENST00000308624.10,0.01 <= TPM < 0.1
chr2,3595111,+,promoter,3593111,3597111,COLEC11,ENST00000349077.9,0.01 <= TPM < 0.1
chr2,11534044,+,promoter,11532044,11536044,GREB1,ENST00000381486.7,0.01 <= TPM < 0.1
chr2,18589569,-,promoter,18587569,18591569,NT5C1B,ENST00000304081.9,0.01 <= TPM < 0.1
chr2,20667143,+,promoter,20665143,20669143,GDF7,ENST00000272224.5,0.01 <= TPM < 0.1
chr2,24175052,+,promoter,24173052,24177052,FAM228A,ENST00000295150.8,0.01 <= TPM < 0.1
chr2,27263047,-,promoter,27261047,27265047,SLC30A3,ENST00000233535.9,0.01 <= TPM < 0.1
chr2,27496838,+,promoter,27494838,27498838,GCKR,ENST00000264717.7,0.01 <= TPM < 0.1
chr2,27537385,+,promoter,27535385,27539385,C2orf16,ENST00000447166.3,0.01 <= TPM < 0.1
chr2,31217515,-,promoter,31215515,31219515,CAPN14,ENST00000403897.4,0.01 <= TPM < 0.1
chr2,47155308,-,promoter,47153308,47157308,STPG4,ENST00000445927.7,0.01 <= TPM < 0.1
chr2,51032132,-,promoter,51030132,51034132,NRXN1,ENST00000401669.7,0.01 <= TPM < 0.1
chr2,62506195,-,promoter,62504195,62508195,TMEM17,ENST00000335390.6,0.01 <= TPM < 0.1
chr2,85418713,+,promoter,85416713,85420713,SH2D6,ENST00000469800.7,0.01 <= TPM < 0.1
chr2,86337626,-,promoter,86335626,86339626,REEP1,ENST00000538924.7,0.01 <= TPM < 0.1
chr2,95207520,+,promoter,95205520,95209520,LOC344065,ENST00000425953.6,0.01 <= TPM < 0.1
chr2,102187022,+,promoter,102185022,102189022,IL1RL2,ENST00000264257.7,0.01 <= TPM < 0.1
chr2,106487363,+,promoter,106485363,106489363,CD8B2,ENST00000643224.2,0.01 <= TPM < 0.1
chr2,108989220,-,promoter,108987220,108991220,EDAR,ENST00000258443.7,0.01 <= TPM < 0.1
chr2,131476118,+,promoter,131474118,131478118,TUBA3D,ENST00000321253.7,0.01 <= TPM < 0.1
chr2,157628864,-,promoter,157626864,157630864,ACVR1C,ENST00000243349.13,0.01 <= TPM < 0.1
chr2,158795316,+,promoter,158793316,158797316,DAPL1,ENST00000309950.8,0.01 <= TPM < 0.1
chr2,164621482,-,promoter,164619482,164623482,GRB14,ENST00000263915.8,0.01 <= TPM < 0.1
chr2,164955525,-,promoter,164953525,164957525,SLC38A11,ENST00000685975.1,0.01 <= TPM < 0.1
chr2,166375944,-,promoter,166373944,166377944,SCN9A,ENST00000642356.2,0.01 <= TPM < 0.1
chr2,178194511,+,promoter,178192511,178196511,OSBPL6,ENST00000190611.9,0.01 <= TPM < 0.1
chr2,182866637,-,promoter,182864637,182868637,FRZB,ENST00000295113.5,0.01 <= TPM < 0.1
chr2,199457939,-,promoter,199455939,199459939,SATB2,ENST00000417098.6,0.01 <= TPM < 0.1
chr2,206718396,-,promoter,206716396,206720396,DYTN,ENST00000452335.2,0.01 <= TPM < 0.1
chr2,208406791,+,promoter,208404791,208408791,PTH2R,ENST00000272847.7,0.01 <= TPM < 0.1
chr2,223602361,-,promoter,223600361,223604361,SCG2,ENST00000305409.3,0.01 <= TPM < 0.1
chr2,232776565,-,promoter,232774565,232778565,KCNJ13,ENST00000233826.4,0.01 <= TPM < 0.1
chr2,233013256,-,promoter,233011256,233015256,NGEF,ENST00000264051.8,0.01 <= TPM < 0.1
chr2,233307815,+,promoter,233305815,233309815,SAG,ENST00000409110.6,0.01 <= TPM < 0.1
chr20,3043621,+,promoter,3041621,3045621,GNRH2,ENST00000359100.6,0.01 <= TPM < 0.1
chr20,3732684,+,promoter,3730684,3734684,HSPA12B,ENST00000254963.7,0.01 <= TPM < 0.1
chr20,13221273,+,promoter,13219273,13223273,ISM1,ENST00000262487.5,0.01 <= TPM < 0.1
chr20,31870633,+,promoter,31868633,31872633,TTLL9,ENST00000535842.6,0.01 <= TPM < 0.1
chr20,33662326,+,promoter,33660326,33664326,C20orf144,ENST00000375222.4,0.01 <= TPM < 0.1
chr20,43727002,-,promoter,43725002,43729002,GTSF1L,ENST00000373003.2,0.01 <= TPM < 0.1
chr20,45101127,-,promoter,45099127,45103127,KCNS1,ENST00000537075.3,0.01 <= TPM < 0.1
chr20,45115174,-,promoter,45113174,45117174,WFDC5,ENST00000372789.6,0.01 <= TPM < 0.1
chr20,45207032,+,promoter,45205032,45209032,SEMG1,ENST00000372781.4,0.01 <= TPM < 0.1
chr20,45378325,-,promoter,45376325,45380325,TP53TG5,ENST00000372726.5,0.01 <= TPM < 0.1
chr20,46651459,-,promoter,46649459,46653459,SLC13A3,ENST00000279027.9,0.01 <= TPM < 0.1
chr20,51802521,-,promoter,51800521,51804521,SALL4,ENST00000217086.9,0.01 <= TPM < 0.1
chr21,43659488,-,promoter,43657488,43661488,HSF2BP,ENST00000291560.7,0.01 <= TPM < 0.1
chr22,19131307,+,promoter,19129307,19133307,TSSK2,ENST00000399635.4,0.01 <= TPM < 0.1
chr22,20151055,-,promoter,20149055,20153055,CCDC188,ENST00000439765.4,0.01 <= TPM < 0.1
chr22,24806210,+,promoter,24804210,24808210,SGSM1,ENST00000400358.9,0.01 <= TPM < 0.1
chr22,26169461,+,promoter,26167461,26171461,SEZ6L,ENST00000248933.11,0.01 <= TPM < 0.1
chr22,28883571,+,promoter,28881571,28885571,ZNRF3,ENST00000544604.7,0.01 <= TPM < 0.1
chr22,32205073,-,promoter,32203073,32207073,RFPL2,ENST00000652607.2,0.01 <= TPM < 0.1
chr22,37519415,-,promoter,37517415,37521415,CARD10,ENST00000251973.10,0.01 <= TPM < 0.1
chr22,38084184,-,promoter,38082184,38086184,SLC16A8,ENST00000681075.2,0.01 <= TPM < 0.1
chr22,40679483,+,promoter,40677483,40681483,MCHR1,ENST00000249016.5,0.01 <= TPM < 0.1
chr22,48489552,+,promoter,48487552,48491552,TAFA5,ENST00000402357.6,0.01 <= TPM < 0.1
chr3,9703832,+,promoter,9701832,9705832,CPNE9,ENST00000383832.8,0.01 <= TPM < 0.1
chr3,12545499,-,promoter,12543499,12547499,MKRN2OS,ENST00000564146.4,0.01 <= TPM < 0.1
chr3,13880071,-,promoter,13878071,13882071,WNT7A,ENST00000285018.5,0.01 <= TPM < 0.1
chr3,14675140,+,promoter,14673140,14677140,C3orf20,ENST00000253697.8,0.01 <= TPM < 0.1
chr3,19148509,+,promoter,19146509,19150509,KCNH8,ENST00000328405.7,0.01 <= TPM < 0.1
chr3,27369383,-,promoter,27367383,27371383,NEK10,ENST00000691995.1,0.01 <= TPM < 0.1
chr3,28348720,+,promoter,28346720,28350720,ZCWPW2,ENST00000383768.7,0.01 <= TPM < 0.1
chr3,33218810,-,promoter,33216810,33220810,SUSD5,ENST00000309558.8,0.01 <= TPM < 0.1
chr3,38265811,+,promoter,38263811,38267811,SLC22A13,ENST00000311856.9,0.01 <= TPM < 0.1
chr3,38649687,-,promoter,38647687,38651687,SCN5A,ENST00000413689.6,0.01 <= TPM < 0.1
chr3,42906141,+,promoter,42904141,42908141,ZNF662,ENST00000440367.7,0.01 <= TPM < 0.1
chr3,46566302,-,promoter,46564302,46568302,LRRC2,ENST00000395905.8,0.01 <= TPM < 0.1
chr3,46701391,+,promoter,46699391,46703391,TMIE,ENST00000643606.3,0.01 <= TPM < 0.1
chr3,47578865,-,promoter,47576865,47580865,CSPG5,ENST00000264723.9,0.01 <= TPM < 0.1
chr3,48621769,-,promoter,48619769,48623769,TMEM89,ENST00000330862.4,0.01 <= TPM < 0.1
chr3,49199497,+,promoter,49197497,49201497,IHO1,ENST00000452691.7,0.01 <= TPM < 0.1
chr3,49554476,+,promoter,49552476,49556476,BSN,ENST00000296452.5,0.01 <= TPM < 0.1
chr3,52445103,-,promoter,52443103,52447103,SEMA3G,ENST00000231721.7,0.01 <= TPM < 0.1
chr3,66038918,-,promoter,66036918,66040918,MAGI1,ENST00000402939.7,0.01 <= TPM < 0.1
chr3,101320575,-,promoter,101318575,101322575,IMPG2,ENST00000193391.8,0.01 <= TPM < 0.1
chr3,109337546,-,promoter,109335546,109339546,DPPA4,ENST00000335658.7,0.01 <= TPM < 0.1
chr3,111071815,+,promoter,111069815,111073815,NECTIN3,ENST00000485303.6,0.01 <= TPM < 0.1
chr3,121593378,+,promoter,121591378,121595378,FBXO40,ENST00000338040.6,0.01 <= TPM < 0.1
chr3,126357408,-,promoter,126355408,126359408,KLF15,ENST00000296233.4,0.01 <= TPM < 0.1
chr3,154121389,+,promoter,154119389,154123389,ARHGEF26,ENST00000465093.6,0.01 <= TPM < 0.1
chr3,155745071,-,promoter,155743071,155747071,PLCH1,ENST00000460012.7,0.01 <= TPM < 0.1
chr3,156120577,+,promoter,156118577,156122577,KCNAB1,ENST00000490337.6,0.01 <= TPM < 0.1
chr3,184229584,+,promoter,184227584,184231584,VWA5B2,ENST00000691901.1,0.01 <= TPM < 0.1
chr3,184380053,+,promoter,184378053,184382053,CHRD,ENST00000204604.6,0.01 <= TPM < 0.1
chr3,187291737,-,promoter,187289737,187293737,MASP1,ENST00000337774.10,0.01 <= TPM < 0.1
chr3,187670394,-,promoter,187668394,187672394,SST,ENST00000287641.4,0.01 <= TPM < 0.1
chr3,192727541,-,promoter,192725541,192729541,FGF12,ENST00000445105.7,0.01 <= TPM < 0.1
chr3,194399266,-,promoter,194397266,194401266,GP5,ENST00000692618.1,0.01 <= TPM < 0.1
chr4,2059326,+,promoter,2057326,2061326,NAT8L,ENST00000423729.3,0.01 <= TPM < 0.1
chr4,20251904,+,promoter,20249904,20253904,SLIT2,ENST00000504154.6,0.01 <= TPM < 0.1
chr4,21948772,-,promoter,21946772,21950772,KCNIP4,ENST00000382152.7,0.01 <= TPM < 0.1
chr4,56049097,+,promoter,56047097,56051097,CRACD,ENST00000682029.1,0.01 <= TPM < 0.1
chr4,75556065,+,promoter,75554065,75558065,ODAPH,ENST00000311623.9,0.01 <= TPM < 0.1
chr4,82561988,-,promoter,82559988,82563988,TMEM150C,ENST00000449862.7,0.01 <= TPM < 0.1
chr4,94342836,-,promoter,94340836,94344836,HPGDS,ENST00000295256.10,0.01 <= TPM < 0.1
chr4,100518022,-,promoter,100516022,100520022,EMCN,ENST00000296420.9,0.01 <= TPM < 0.1
chr4,108763053,-,promoter,108761053,108765053,ETNPPL,ENST00000296486.8,0.01 <= TPM < 0.1
chr4,122826830,+,promoter,122824830,122828830,FGF2,ENST00000644866.2,0.01 <= TPM < 0.1
chr4,127632956,+,promoter,127630956,127634956,INTU,ENST00000335251.11,0.01 <= TPM < 0.1
chr4,137532494,-,promoter,137530494,137534494,PCDH18,ENST00000344876.9,0.01 <= TPM < 0.1
chr4,140427648,-,promoter,140425648,140429648,CLGN,ENST00000325617.10,0.01 <= TPM < 0.1
chr4,150078444,+,promoter,150076444,150080444,DCLK2,ENST00000296550.12,0.01 <= TPM < 0.1
